dimension_1,dimension_2,dimension_3,dimension_4,dimension_5,dimension_6,dimension_7,dimension_8,dimension_9,dimension_10
30,52,39,99,16,50,52,56,94,78
45,41,29,83,7,25,58,98,90,3
67,19,29,65,43,0,87,60,96,40
16,7,35,54,99,35,10,22,30,35
75,18,54,66,82,27,69,76,20,1
10,13,5,8,82,98,39,60,50,21
72,68,2,65,20,96,36,14,32,41
61,5,79,69,15,44,61,30,77,63
84,73,96,15,65,9,69,37,35,72
3,14,24,81,23,91,5,34,32,34
99,27,58,31,6,2,68,59,93,89
94,2,32,82,5,8,85,91,53,77
100,71,60,27,3,44,55,88,26,92
16,90,37,3,55,46,57,90,85,27
17,5,24,69,42,46,75,96,25,10
71,49,30,29,10,25,67,56,54,99
31,91,69,30,52,40,100,18,46,72
0,63,40,69,62,57,86,61,68,54
66,10,94,10,2,63,97,68,3,2
71,14,26,95,80,22,23,26,93,81
10,53,53,38,3,89,98,82,16,59
46,75,87,21,36,21,59,49,58,52
15,90,65,52,50,73,7,69,89,16
42,64,80,77,39,64,13,73,77,42
69,77,79,58,98,23,43,47,5,24
19,96,14,4,21,89,51,12,45,0
67,35,55,54,96,19,26,3,57,0
55,48,35,56,100,58,64,39,86,47
76,65,14,82,79,81,73,87,64,54
4,92,22,34,62,10,0,63,43,32
88,80,18,10,10,24,35,1,37,46
99,0,77,71,92,57,53,94,28,57
45,64,50,98,23,44,19,70,10,40
52,68,44,99,29,9,67,6,10,10
4,15,95,87,92,47,44,63,85,53
98,47,10,54,95,14,74,85,66,68
5,73,28,96,23,58,37,13,26,51
19,54,27,76,17,8,72,94,74,70
54,72,75,15,61,17,30,60,62,71
24,39,2,9,30,82,18,47,46,80
76,82,38,85,32,73,27,100,32,45
17,13,53,53,32,51,73,6,66,82
100,84,93,20,64,10,69,93,47,35
41,83,6,43,71,52,65,88,32,82
73,49,81,56,30,85,83,72,88,8
48,22,35,73,13,63,15,95,97,23
27,93,38,23,71,88,22,86,91,76
38,12,60,56,73,88,92,14,2,39
78,11,35,60,47,93,87,12,51,55
77,66,87,11,92,22,77,34,8,52
7,83,70,58,2,78,29,92,2,22
51,49,72,45,30,92,75,63,42,5
95,46,23,91,26,9,92,56,43,95
39,61,65,67,41,77,42,52,47,94
57,61,47,57,41,23,71,98,13,82
58,14,39,16,12,54,11,84,74,96
27,16,88,21,95,37,72,36,76,51
36,36,38,19,60,31,76,24,29,49
3,91,3,60,49,53,59,87,9,59
3,16,29,16,100,58,72,41,62,34
9,46,32,16,40,67,57,4,93,70
93,49,1,45,95,19,31,53,72,87
20,50,91,86,14,73,1,43,1,33
19,100,53,85,75,55,49,4,41,47
40,63,35,51,5,62,54,49,18,1
88,69,32,59,46,41,99,28,51,73
74,73,6,23,28,48,26,37,93,14
94,41,62,27,53,31,61,46,34,79
51,63,37,57,22,54,60,31,56,91
57,11,5,12,71,62,96,99,3,70
77,29,79,91,36,23,73,71,30,45
73,100,100,70,61,67,79,89,99,36
45,33,99,62,89,27,62,87,65,64
6,49,20,97,78,21,56,80,3,7
6,71,94,36,48,51,79,1,4,36
20,30,99,18,95,86,89,85,79,25
76,95,38,15,0,8,16,79,23,86
8,94,74,8,5,24,76,38,26,24
13,41,63,31,85,62,89,100,0,89
92,59,61,25,82,100,98,96,57,38
11,5,92,46,7,70,32,51,54,22
18,47,64,85,43,25,28,47,94,96
87,87,49,82,74,80,23,2,25,97
13,92,23,10,79,21,88,75,27,96
75,78,94,43,25,18,40,65,47,91
75,84,5,81,64,65,85,50,16,47
17,73,10,62,3,18,89,46,12,29
85,51,86,64,95,54,69,31,97,88
70,79,62,13,79,25,47,24,47,15
15,71,82,56,65,97,8,75,59,53
50,25,26,57,64,65,59,94,85,24
60,20,95,87,94,96,58,95,10,95
91,40,18,29,4,17,17,38,89,77
80,85,61,60,92,77,52,38,79,97
49,11,48,2,21,18,47,17,69,54
94,31,30,30,5,89,1,53,11,47
4,2,95,41,82,76,35,77,42,30
25,37,67,73,12,1,53,86,33,20
83,6,16,59,67,15,21,30,46,51
70,64,4,82,87,100,99,0,23,44
74,76,24,95,12,17,17,17,34,97
34,3,52,88,79,57,11,12,26,66
26,31,72,10,82,41,71,3,12,12
23,63,38,93,67,11,2,33,39,3
54,27,71,63,17,67,44,33,30,15
48,99,76,6,5,0,2,16,98,71
18,40,64,37,60,41,53,87,56,10
35,93,77,81,58,80,29,1,88,79
33,69,52,41,71,62,11,92,19,3
1,94,35,94,76,83,84,86,79,23
45,12,8,58,32,1,69,65,36,77
91,16,40,35,23,29,41,32,34,49
76,13,11,18,64,95,55,32,82,75
20,10,37,83,66,38,16,14,68,72
75,91,67,28,52,46,92,8,81,20
58,56,57,85,34,25,37,13,34,85
47,91,100,62,83,86,42,66,8,68
10,0,1,0,33,74,52,1,54,66
8,57,46,72,69,31,27,28,17,74
19,37,97,29,70,24,25,40,70,46
46,79,46,4,87,36,81,29,4,17
45,64,65,6,56,49,51,81,92,9
54,47,24,20,80,95,56,81,68,12
85,77,86,16,11,55,17,46,72,64
30,56,65,42,88,89,31,24,89,6
57,31,28,18,0,14,54,65,61,26
29,38,88,10,90,63,85,69,78,24
33,19,91,46,86,38,4,45,53,57
44,97,69,95,69,94,36,28,71,68
12,37,37,52,17,9,84,100,40,85
43,4,64,31,36,94,12,49,74,75
12,50,80,37,90,83,71,18,37,52
23,95,54,36,79,67,15,12,6,18
74,39,54,9,70,11,90,63,35,11
50,51,65,56,37,88,81,97,68,4
11,18,88,78,33,29,19,86,44,57
66,64,69,50,71,69,34,32,78,38
83,28,40,3,19,68,47,81,71,20
26,22,71,91,76,54,24,27,89,0
82,65,71,0,92,60,26,48,73,71
53,7,37,85,66,81,55,5,68,90
57,60,87,17,30,28,17,55,66,16
8,18,40,11,70,42,56,2,43,42
25,21,85,40,4,94,97,17,48,66
48,92,68,64,55,7,83,30,41,79
45,38,15,60,76,37,88,7,36,7
11,76,73,58,46,100,62,82,30,83
57,21,52,71,4,29,54,28,18,60
9,17,65,5,48,10,85,78,22,95
14,27,6,57,91,100,99,74,99,21
81,91,52,66,29,2,100,65,81,73
34,26,67,59,13,44,47,82,70,85
98,33,23,42,29,18,30,25,9,17
2,82,80,21,29,97,39,20,82,56
47,87,89,30,85,59,97,0,39,88
52,42,26,59,39,24,1,64,82,63
30,13,41,93,47,45,15,8,37,13
38,100,2,21,66,87,26,64,2,85
52,73,82,39,82,71,92,18,66,44
72,5,88,99,16,46,78,21,83,46
15,5,0,75,93,98,78,33,34,20
100,77,66,25,82,78,6,52,80,73
95,71,67,50,36,53,20,45,50,33
78,100,100,98,40,52,47,33,56,15
26,74,49,45,34,100,87,70,95,31
50,33,86,3,47,27,58,27,68,57
82,44,37,81,9,69,29,67,75,19
74,31,25,50,58,49,14,10,53,18
41,59,25,10,91,17,21,65,35,88
82,59,49,53,58,5,45,64,54,98
70,56,94,40,72,100,86,67,67,4
16,66,20,57,73,49,68,22,37,91
41,15,0,82,55,16,98,74,68,83
67,44,49,7,16,66,52,93,29,67
88,81,21,79,53,83,34,62,26,38
88,16,62,38,19,60,37,28,14,32
78,2,41,86,48,49,31,45,21,82
36,5,7,14,80,15,1,75,82,87
56,43,18,64,41,39,98,55,63,95
97,79,71,72,34,49,48,92,3,51
69,64,28,84,71,92,60,78,78,46
25,67,99,10,35,68,69,45,75,11
17,25,86,84,98,73,74,18,32,1
72,28,68,12,22,24,16,22,12,0
45,95,91,52,31,40,31,27,47,54
6,82,29,6,23,20,7,6,91,31
79,68,12,68,8,72,83,82,69,64
33,86,100,19,81,41,69,23,74,41
60,67,58,17,26,60,8,94,52,87
38,30,81,74,9,79,26,58,20,74
92,36,40,41,79,1,78,67,48,90
51,70,3,69,54,84,20,89,71,19
64,1,7,77,27,86,57,41,54,93
99,43,32,5,64,78,72,11,90,1
39,37,42,8,11,6,21,84,83,47
14,90,40,79,96,65,58,74,55,58
26,19,61,76,6,85,55,45,41,49
66,65,4,13,10,61,65,46,71,13
48,15,76,54,100,75,81,46,8,9
47,33,46,44,0,21,45,37,13,12
71,77,87,45,83,74,71,18,45,16
92,92,92,56,58,63,20,89,22,95
85,42,97,11,95,85,12,52,7,73
56,6,70,55,1,90,12,61,63,13
77,91,13,61,44,37,70,2,52,83
17,71,20,97,51,43,71,56,70,45
15,59,42,76,27,27,87,47,20,93
31,7,10,46,48,73,5,81,25,11
57,22,82,21,59,56,60,45,51,15
63,69,63,34,33,4,60,69,36,42
55,24,29,32,84,51,69,39,44,24
92,84,0,98,70,92,32,23,33,17
12,99,56,61,12,92,31,68,31,77
85,51,22,87,14,0,88,28,93,64
98,55,5,17,80,61,80,31,72,39
34,14,63,42,14,8,97,26,6,40
93,60,10,64,41,21,41,8,53,88
67,88,78,6,67,39,56,28,9,27
84,31,99,69,22,21,90,4,97,15
88,8,95,61,26,95,52,79,20,58
84,31,38,21,50,38,48,27,45,48
15,19,92,29,52,89,76,91,79,53
77,23,54,75,24,34,32,55,64,43
39,62,61,70,88,55,4,75,29,34
76,90,33,89,85,27,16,92,20,32
83,50,99,45,15,61,39,11,21,28
8,10,87,100,31,33,38,64,5,61
90,63,76,67,31,30,67,37,60,67
29,61,89,66,57,68,99,14,90,64
40,43,78,90,7,5,43,95,77,6
41,80,70,86,67,66,38,92,82,82
97,32,31,31,9,82,56,92,61,9
73,28,83,46,48,67,47,28,13,71
84,69,23,75,60,9,38,38,29,98
65,53,23,27,62,52,97,50,23,36
90,45,70,30,6,63,81,14,23,90
87,88,32,32,71,34,11,36,6,11
47,72,64,87,46,72,37,51,21,28
77,21,67,40,53,80,98,94,69,100
89,61,46,10,95,38,91,80,10,27
62,67,60,33,11,34,60,7,65,79
17,37,72,8,15,44,35,18,41,83
56,55,10,21,34,64,92,11,28,93
81,11,0,62,74,19,61,57,63,25
87,99,17,44,87,85,75,58,60,92
39,0,63,4,14,49,62,51,13,96
64,70,93,57,97,25,86,10,74,46
62,52,33,8,13,62,62,42,99,21
9,66,21,43,83,74,45,7,13,37
59,0,68,73,83,22,40,82,29,54
18,7,92,69,54,76,11,53,48,30
5,17,45,50,46,5,62,26,87,51
81,5,3,98,2,52,96,92,34,94
15,99,79,48,65,32,77,40,100,50
5,91,86,27,76,98,38,23,26,57
67,91,5,21,76,67,50,86,49,53
9,5,7,85,29,30,54,80,45,77
70,7,22,14,100,100,37,90,27,97
86,66,40,30,57,61,64,80,32,77
98,87,58,62,62,91,0,27,81,3
21,70,15,76,79,6,1,68,84,57
58,71,93,3,95,31,77,81,88,54
13,29,54,62,51,24,8,18,5,72
50,82,76,68,87,87,90,14,82,53
94,51,8,27,60,55,24,97,32,28
64,59,32,78,32,43,71,34,64,51
27,29,49,90,38,96,38,74,13,49
11,100,51,51,98,83,68,85,45,16
12,81,39,80,72,11,40,88,1,2
37,80,26,14,84,62,41,87,49,66
39,19,50,26,33,18,57,45,16,4
96,17,30,48,13,19,97,15,95,37
54,99,31,37,94,15,0,47,62,60
19,11,0,42,62,69,76,61,72,4
12,63,84,56,78,75,37,4,25,70
17,26,82,33,30,18,66,0,29,53
100,33,97,42,74,23,84,7,91,1
12,27,98,44,8,33,2,28,22,58
95,68,83,30,12,74,71,94,64,22
81,75,55,100,30,84,18,35,43,36
23,23,25,84,38,48,15,67,67,26
13,88,10,84,63,60,25,61,58,95
5,100,94,63,100,25,87,96,88,53
0,25,39,50,10,55,57,62,47,5
71,29,93,30,12,56,77,44,1,87
100,20,95,60,65,10,11,9,58,14
60,2,42,96,52,36,21,49,6,36
13,91,50,53,42,41,69,17,14,73
84,74,62,89,43,2,20,90,31,40
61,33,14,4,37,44,36,41,81,64
91,35,56,64,75,0,12,95,32,71
98,18,31,3,25,15,26,24,67,65
29,1,6,56,72,15,47,32,31,61
18,70,9,60,81,96,75,28,81,25
32,88,12,15,5,69,92,32,86,7
75,91,56,93,31,74,35,98,79,23
38,72,74,18,69,26,77,56,93,27
59,67,82,84,22,96,85,46,37,29
53,14,70,40,65,19,45,53,35,56
76,49,79,77,92,29,21,26,64,98
11,78,74,35,33,15,89,28,76,7
4,24,6,11,66,80,33,5,73,2
52,84,41,80,39,33,26,36,53,95
56,42,22,66,92,40,54,45,13,60
14,80,0,73,56,54,13,64,88,16
94,91,51,7,56,35,24,77,48,57
49,26,35,77,36,86,13,69,40,84
39,43,59,39,55,59,73,4,65,57
21,0,43,11,51,92,28,61,93,52
4,66,13,48,12,28,30,85,5,28
19,20,99,28,11,48,72,54,6,38
21,27,44,16,51,55,80,63,83,57
78,96,32,58,10,20,1,3,12,94
55,24,17,65,24,93,92,99,31,67
18,29,24,32,16,4,90,65,51,17
45,61,45,90,35,59,43,30,44,35
81,22,42,74,60,20,4,14,80,30
79,3,38,37,26,12,30,92,60,94
48,69,60,54,19,66,92,39,24,51
94,34,19,64,100,8,49,82,66,4
73,38,90,29,16,48,28,4,34,43
24,77,55,6,66,8,63,63,31,70
10,56,38,29,47,46,56,13,7,54
41,37,2,79,100,16,57,63,4,72
73,25,13,66,26,16,63,63,47,75
78,72,19,9,16,8,8,12,51,97
21,12,29,75,3,94,15,11,0,57
24,92,52,82,59,83,82,25,50,11
87,53,27,98,30,24,41,82,57,41
81,51,28,94,84,83,28,4,72,5
84,53,29,13,82,99,15,48,71,76
77,50,29,43,91,94,92,81,20,2
79,70,42,81,14,94,100,15,34,41
38,17,9,15,51,86,47,87,70,53
69,1,36,7,66,80,7,72,74,83
12,32,48,88,10,81,55,92,72,7
19,13,33,50,100,12,21,54,94,27
79,51,41,47,20,34,50,79,96,20
92,17,64,44,55,45,27,80,41,32
19,71,26,54,29,66,100,60,96,24
4,34,89,10,38,67,34,93,22,16
5,18,43,3,19,51,89,85,92,0
70,2,100,91,17,28,84,39,63,79
47,61,63,8,6,77,94,47,68,87
85,93,59,81,37,56,37,36,9,93
25,14,29,62,71,3,18,41,36,51
25,88,58,11,29,46,24,62,8,18
58,49,78,31,36,32,66,80,43,73
47,69,79,4,6,25,73,14,12,31
95,4,29,56,26,71,8,59,84,63
38,26,7,73,25,100,24,44,71,80
58,66,69,21,26,80,65,47,1,65
96,3,45,89,10,72,39,16,73,4
26,56,33,23,100,72,44,67,43,21
91,77,26,20,18,71,8,85,69,62
16,39,35,71,94,31,23,76,58,53
7,14,16,40,11,64,68,29,33,16
39,36,25,56,29,7,1,75,1,38
55,67,22,3,71,74,40,66,89,39
66,98,24,72,18,60,65,84,87,67
22,8,26,77,80,92,13,93,13,19
95,30,3,71,75,12,16,91,80,83
11,59,66,84,86,44,56,52,97,66
66,18,100,35,79,1,95,98,21,58
29,92,40,3,48,26,46,99,41,83
13,12,58,53,9,80,85,42,28,79
96,4,78,33,79,63,7,11,84,17
46,26,58,62,81,61,92,23,29,6
52,11,78,19,93,92,51,54,89,1
93,55,41,61,57,20,39,5,76,33
98,23,72,36,4,93,15,65,45,77
92,33,20,59,8,88,85,89,64,51
9,41,87,6,34,18,78,7,5,44
75,58,97,25,45,68,75,20,48,55
42,29,15,7,21,60,60,65,4,38
39,59,32,24,19,44,58,42,0,72
66,39,49,81,73,78,59,97,6,67
12,17,33,20,27,47,78,41,4,51
75,20,11,71,62,62,97,45,71,23
82,17,33,68,73,88,34,15,77,1
16,96,92,15,62,59,28,21,66,32
44,57,34,71,81,62,23,1,84,66
76,99,97,47,4,54,70,75,70,64
90,91,10,53,38,33,40,72,43,92
68,84,26,22,9,44,22,83,0,99
54,48,1,17,64,59,87,0,75,18
56,75,68,2,21,48,30,34,57,93
89,44,52,31,28,59,2,84,19,99
2,10,10,11,65,37,42,86,63,61
37,47,22,33,47,43,20,91,12,17
93,18,6,82,52,2,97,76,17,19
69,38,88,48,90,48,13,65,11,67
34,30,73,30,61,61,85,90,91,43
21,30,56,33,14,22,72,39,19,21
25,66,4,60,25,86,78,27,28,45
12,91,85,88,37,16,45,10,14,93
54,1,27,14,89,71,56,3,66,97
23,25,74,87,20,25,73,95,72,18
11,50,33,7,91,27,1,18,75,97
57,11,84,99,85,8,81,57,21,46
67,21,30,83,86,71,29,27,82,37
48,98,25,1,40,52,43,5,14,32
7,85,63,57,86,76,66,15,41,37
17,26,8,95,79,87,91,39,12,50
47,92,61,94,45,40,94,79,73,3
90,14,93,18,37,35,58,44,83,50
50,22,38,72,82,77,78,100,76,45
51,13,21,27,79,45,74,37,18,83
43,62,89,7,99,14,60,5,0,83
46,78,44,64,66,92,79,60,99,4
23,42,11,33,37,33,88,16,40,14
29,74,64,43,31,41,2,64,28,62
36,84,43,92,22,100,82,88,96,34
54,93,76,30,30,81,76,1,20,91
10,15,48,89,73,33,32,57,21,21
35,48,52,20,76,53,70,11,58,63
24,19,22,50,73,13,82,20,90,66
0,73,81,93,22,84,100,47,59,15
29,25,20,3,7,70,10,42,9,23
35,10,7,37,29,17,59,65,81,29
41,100,46,52,41,18,32,78,98,3
32,86,27,98,9,40,28,19,35,89
46,86,19,70,58,78,51,55,9,0
85,82,20,52,56,77,94,21,52,44
57,23,81,79,4,99,52,5,1,93
92,97,21,39,39,74,25,90,100,17
63,5,17,93,93,24,54,0,71,18
16,16,10,84,44,47,92,78,33,66
20,5,76,69,56,59,54,99,15,98
15,5,23,21,49,10,67,59,11,11
77,21,25,68,31,39,48,71,13,26
73,85,10,61,2,61,40,9,73,90
92,55,3,60,76,32,77,85,40,37
89,32,91,97,47,59,87,16,85,91
96,50,53,35,21,43,55,91,78,25
13,36,31,73,69,1,33,5,100,26
23,43,36,65,10,28,90,68,97,21
3,78,31,69,32,83,17,92,82,6
97,99,17,56,59,31,80,17,74,10
11,21,97,68,1,52,68,48,43,42
13,10,21,17,100,67,97,31,83,29
42,20,12,77,0,9,58,80,72,47
18,7,55,63,88,52,17,58,59,7
53,36,58,65,62,8,40,14,0,53
97,84,80,30,41,34,21,11,90,78
52,87,18,90,21,95,93,53,24,10
62,49,66,44,71,68,9,65,47,5
11,77,36,10,5,22,45,24,34,43
34,58,95,17,7,94,67,46,89,73
55,97,17,41,38,49,28,43,84,89
74,18,83,21,59,23,95,44,86,25
93,18,78,6,25,96,72,74,76,57
3,100,10,65,21,42,66,96,44,83
95,7,46,70,4,7,58,1,0,90
27,69,71,80,0,34,4,22,66,80
65,73,100,94,70,43,38,79,40,33
58,33,10,65,46,8,33,28,27,8
49,80,9,58,34,2,2,64,21,93
61,62,60,92,22,80,0,39,64,23
69,82,7,27,56,96,29,100,24,20
50,41,85,6,39,66,99,57,67,91
55,74,28,39,38,7,90,50,60,25
57,7,31,47,79,0,82,59,4,2
44,94,51,87,45,2,1,46,26,14
26,20,79,28,57,34,95,59,23,54
2,69,89,9,23,69,53,78,16,71
4,57,83,53,26,47,32,21,81,32
18,65,45,36,24,48,42,100,63,13
57,42,34,95,60,37,17,90,73,19
91,30,18,34,39,15,61,53,74,6
55,64,51,29,30,6,89,30,15,77
84,18,30,4,38,44,92,45,41,93
8,15,73,62,76,89,58,63,44,61
92,75,20,38,66,54,58,44,51,73
88,63,52,80,71,59,85,9,89,32
88,61,72,34,99,57,57,0,4,39
4,13,95,80,58,77,34,87,85,90
45,28,11,56,24,90,2,52,71,2
67,22,62,26,23,42,60,71,96,40
86,33,43,29,9,80,36,37,39,63
22,87,16,84,75,6,31,29,5,23
99,28,84,95,8,70,51,0,36,100
2,72,47,90,21,69,60,2,0,17
61,6,57,66,99,74,21,0,92,88
100,16,13,9,3,13,84,1,74,98
28,16,30,91,85,16,36,2,11,93
85,41,67,49,25,18,13,3,45,61
33,60,85,57,43,89,35,88,87,43
91,48,61,92,8,22,48,91,28,51
93,60,12,23,67,84,51,38,1,28
46,55,14,2,63,26,63,59,74,1
80,30,56,24,89,77,84,58,62,86
55,54,21,5,3,73,95,57,40,11
91,41,11,81,53,85,85,42,89,67
43,31,60,71,41,47,6,62,0,67
11,7,23,59,88,1,65,72,57,8
2,43,6,72,54,92,67,79,41,26
11,13,25,69,52,72,0,93,94,46
58,76,67,15,72,28,99,68,1,13
67,97,57,10,28,46,56,19,55,14
37,71,35,52,33,82,33,70,6,29
39,87,34,81,31,70,15,33,23,89
16,59,52,43,10,55,73,16,7,1
61,36,65,73,31,9,78,88,63,65
99,72,25,8,68,25,97,91,7,39
18,65,5,81,41,1,81,37,47,40
41,93,19,49,71,51,39,5,35,88
64,20,31,38,83,15,33,98,88,50
78,58,13,16,50,47,72,40,13,82
91,1,76,82,83,90,60,72,88,95
66,22,92,58,30,28,60,96,6,100
72,65,13,40,36,72,11,49,55,52
46,25,37,56,0,40,58,93,50,9
0,2,81,98,76,68,8,33,28,51
51,10,57,22,31,41,11,19,84,22
0,92,37,41,53,4,35,25,76,12
37,57,55,100,36,65,78,43,8,12
92,20,88,38,58,68,97,93,18,86
6,81,35,19,18,34,82,24,27,51
91,41,4,7,33,14,55,39,33,58
64,38,16,86,51,39,85,37,31,94
44,78,61,53,100,69,7,77,16,9
81,13,53,0,39,71,69,81,70,71
91,15,36,43,37,12,52,82,39,65
6,93,76,68,86,2,59,8,12,25
21,46,1,43,53,2,46,90,17,20
59,9,65,96,65,90,80,23,49,83
100,96,37,49,22,38,21,71,4,15
55,84,87,60,56,90,96,84,75,78
80,26,58,34,88,55,28,37,62,61
8,56,63,37,35,4,85,57,51,89
59,64,55,38,43,73,14,4,3,61
15,52,27,25,92,27,96,4,12,3
58,85,90,34,57,80,8,94,40,66
18,36,29,19,17,45,5,53,92,55
3,30,1,87,30,96,76,74,11,32
56,75,72,81,3,97,68,25,29,83
44,65,86,69,9,13,20,89,69,75
13,43,10,11,52,27,53,88,49,32
81,6,88,62,83,80,49,47,8,42
8,45,2,89,80,63,45,22,22,61
70,95,22,78,47,29,50,78,22,31
47,80,69,26,72,79,23,34,4,90
93,76,17,11,78,97,40,58,41,27
65,78,70,50,66,30,72,14,1,29
62,42,30,57,18,98,41,71,54,33
10,20,60,74,80,65,88,64,86,53
38,49,100,62,54,67,29,96,4,2
80,7,25,100,76,66,1,22,98,98
46,95,89,5,80,12,33,73,17,35
19,70,40,22,3,6,57,100,27,75
2,34,55,28,84,76,20,23,94,30
76,77,2,46,87,67,8,1,13,96
72,87,23,33,91,64,3,51,53,65
0,68,53,81,59,55,41,55,30,45
31,96,68,49,99,25,79,51,77,8
94,90,15,35,32,91,21,70,95,38
52,60,65,33,37,6,30,25,36,57
93,35,87,1,70,42,10,64,81,97
14,73,26,70,69,95,87,79,100,17
90,17,52,38,81,45,42,59,61,32
88,98,25,48,66,15,26,68,38,51
38,51,7,79,1,52,75,74,30,98
76,38,24,79,6,22,34,70,78,11
75,31,60,91,97,15,74,59,51,53
13,42,76,34,84,25,18,77,75,32
23,9,1,79,20,38,45,23,16,66
34,89,70,0,96,23,64,25,31,39
75,72,36,74,38,39,65,100,8,70
80,48,25,83,33,43,63,43,21,76
63,52,93,93,6,72,95,84,71,15
94,2,72,61,1,63,95,76,9,8
49,5,43,39,42,52,27,86,72,58
21,10,78,9,17,23,33,59,82,71
55,28,19,58,91,92,91,67,95,54
98,56,45,92,37,92,81,85,39,26
89,89,37,62,56,28,25,26,83,90
14,98,82,26,25,56,86,78,54,17
34,35,43,92,43,62,93,75,10,3
28,84,64,51,11,74,6,25,42,8
71,17,85,29,87,53,30,88,52,91
48,8,96,31,100,83,62,66,31,95
51,56,66,69,35,8,18,94,58,78
4,86,91,66,66,24,79,22,61,68
73,94,61,74,60,95,22,26,70,52
69,69,63,11,30,4,4,13,12,27
1,10,68,24,76,38,42,2,11,42
63,83,12,84,54,82,34,92,57,85
16,2,12,19,93,6,23,2,94,8
26,28,43,81,11,100,21,8,70,56
12,44,36,90,61,39,9,73,18,93
32,69,51,78,49,62,57,42,53,54
44,76,61,15,16,30,2,14,42,16
50,7,71,87,35,64,51,86,20,61
16,41,58,84,53,86,11,92,72,58
4,19,85,97,19,99,19,89,80,19
64,85,81,22,91,79,44,98,76,95
38,57,40,96,9,72,84,21,76,91
5,0,46,39,41,74,63,12,68,95
87,33,41,97,37,4,86,32,17,55
40,39,63,26,16,0,88,57,19,70
0,15,82,9,80,80,71,97,7,85
96,27,14,53,6,32,95,88,72,22
3,39,34,22,92,23,51,89,95,19
77,94,30,25,56,80,42,73,46,61
56,74,61,33,52,93,64,40,7,4
85,51,85,79,83,22,82,32,55,90
35,51,80,4,40,98,36,68,43,98
90,92,86,67,88,7,5,28,53,75
79,56,73,43,40,44,0,64,65,39
32,25,42,15,35,100,50,76,63,85
76,45,66,11,12,82,1,15,76,25
59,22,88,87,49,11,77,10,40,53
85,27,58,63,82,64,99,71,0,95
38,41,63,51,61,1,57,60,100,47
8,25,30,57,87,83,87,39,94,34
61,39,14,67,40,35,58,55,25,93
0,53,16,79,34,33,44,63,40,38
30,79,90,68,51,15,48,74,73,86
100,41,37,3,70,30,48,29,43,81
100,28,4,19,34,0,7,15,67,58
51,32,45,0,26,11,25,88,66,63
11,23,59,11,69,23,8,25,45,75
40,77,63,2,60,90,31,25,33,19
97,16,11,74,62,76,55,99,41,69
45,9,55,100,25,100,66,81,72,4
76,96,16,78,33,12,44,20,1,33
33,56,92,45,20,30,28,91,81,70
12,52,61,60,35,61,73,82,47,27
20,30,18,12,81,51,81,26,28,100
61,52,9,7,16,1,58,55,8,53
6,24,63,6,48,30,35,38,46,23
63,13,20,16,32,80,13,64,100,73
92,26,4,21,84,66,22,80,25,30
18,69,83,36,53,82,83,17,76,33
86,24,17,82,47,84,93,3,65,6
85,37,0,41,52,89,3,7,88,76
91,4,3,32,94,87,59,65,17,49
41,6,78,55,26,77,18,68,83,99
44,22,54,73,0,18,15,23,18,49
44,22,5,77,28,43,43,50,33,92
46,99,50,46,38,91,77,76,26,87
62,28,45,34,86,9,66,4,26,87
14,55,82,48,81,73,89,6,18,75
46,15,23,73,96,70,25,14,10,1
11,28,84,24,80,25,0,78,36,92
5,51,21,0,79,72,49,26,10,94
93,46,68,100,37,78,7,83,8,87
63,56,31,12,48,92,50,97,52,22
54,56,90,95,17,83,33,58,24,9
29,98,49,85,11,18,40,77,29,98
4,39,70,82,69,99,77,26,44,93
72,23,4,19,90,84,50,90,19,1
61,92,4,11,43,82,53,13,67,25
93,40,27,94,85,70,88,70,100,74
40,57,18,99,60,8,9,6,44,31
4,57,31,85,47,3,14,67,58,74
75,47,46,13,17,47,25,95,99,32
89,100,60,66,11,1,83,98,66,2
99,49,13,0,23,54,13,67,67,19
13,82,40,53,33,84,95,48,20,52
7,49,58,77,84,73,76,90,57,72
7,61,71,59,38,38,65,39,75,11
43,4,61,16,19,91,83,42,29,76
19,23,28,3,83,45,3,78,7,43
96,38,89,37,0,6,49,41,99,14
29,39,15,70,100,45,52,62,4,93
57,98,24,23,6,37,72,16,89,82
31,91,57,44,21,55,46,35,70,7
34,64,41,9,71,34,42,40,19,92
15,99,52,10,11,23,11,42,16,91
20,0,33,49,12,24,34,51,50,32
65,62,88,10,59,82,29,16,77,33
86,35,68,15,10,30,58,3,64,0
63,80,55,6,3,52,67,40,95,68
32,88,79,43,5,36,93,58,25,21
69,40,43,10,74,40,13,8,61,39
14,22,79,75,72,78,83,53,50,77
46,52,53,44,59,96,44,64,50,0
53,20,67,55,89,95,35,89,45,48
42,78,42,45,15,76,0,17,82,72
92,32,87,1,84,25,8,42,8,85
58,74,78,5,27,30,19,97,100,60
27,58,54,38,43,12,3,89,1,49
53,29,90,96,71,5,49,27,86,98
49,38,31,24,65,85,44,44,27,62
67,41,100,24,55,37,98,65,23,57
7,38,87,99,23,16,62,62,83,54
51,89,17,38,82,92,99,77,68,8
3,54,61,28,50,96,5,30,3,19
57,94,35,87,3,70,31,58,21,42
40,65,47,45,76,91,83,2,36,87
93,84,43,92,91,46,95,73,91,72
86,8,35,80,17,39,82,43,80,48
49,21,12,59,48,91,72,97,56,38
2,39,16,12,18,29,3,2,77,45
19,94,95,30,9,27,60,54,38,90
