dimension_1,dimension_2,dimension_3,dimension_4,dimension_5,dimension_6,dimension_7,dimension_8,dimension_9,dimension_10,dimension_11,dimension_12,dimension_13,dimension_14,dimension_15,dimension_16,dimension_17,dimension_18,dimension_19,dimension_20
83,76,66,16,24,40,79,4,75,73,45,41,39,97,66,76,27,76,60,56
21,49,53,36,28,41,82,35,52,50,51,5,80,45,34,38,15,93,19,60
0,53,67,7,99,4,71,49,13,19,69,94,84,80,76,55,42,90,94,98
12,37,5,99,56,4,78,73,89,44,33,74,15,72,65,67,31,17,59,79
58,97,14,68,44,70,58,23,83,21,11,97,21,93,91,73,94,57,59,45
13,91,48,17,70,53,50,62,1,51,69,87,5,31,10,0,1,99,51,79
44,44,65,85,2,97,45,48,78,61,59,75,89,16,76,61,81,14,56,44
22,49,95,40,91,13,99,15,6,30,77,81,99,88,71,84,33,40,26,71
80,76,87,22,8,85,11,66,36,9,18,34,70,3,75,99,84,63,39,6
66,7,21,43,77,32,20,73,86,91,33,5,74,100,66,38,34,40,57,55
73,32,58,98,59,51,36,31,87,99,59,56,85,46,39,64,1,57,81,39
8,49,71,61,100,70,34,68,17,49,84,38,30,18,69,17,5,17,79,35
58,44,81,44,13,87,65,41,35,27,92,25,49,9,46,73,9,65,19,19
96,41,66,20,96,5,55,22,55,27,24,24,27,46,53,91,96,65,6,42
84,30,57,47,91,72,73,3,75,78,53,18,20,68,27,93,51,79,81,69
94,48,67,52,80,6,2,94,31,69,49,95,52,88,46,89,83,59,86,47
71,61,22,89,92,52,89,59,74,95,28,22,44,58,89,22,88,35,26,6
1,13,16,53,10,60,56,84,71,49,81,26,98,0,62,12,44,18,67,86
35,22,59,78,18,10,72,21,98,80,88,68,12,36,5,92,41,91,36,1
24,99,81,21,76,8,32,60,63,90,40,49,91,76,27,64,16,9,24,25
79,2,15,43,74,7,100,98,29,9,88,27,85,15,31,78,22,1,98,65
65,8,23,58,95,56,93,72,27,33,50,61,40,80,51,15,85,25,43,37
99,24,65,88,49,53,23,28,74,1,42,17,83,79,10,58,53,5,100,22
58,87,3,21,24,62,54,3,25,47,51,93,14,15,99,62,35,62,85,40
65,5,8,40,6,47,64,77,61,59,60,75,36,96,22,42,61,35,80,69
45,45,6,70,91,94,88,83,27,16,22,44,88,30,4,92,65,58,16,85
57,85,36,70,25,21,44,94,69,99,64,97,7,54,75,98,11,49,81,0
73,75,73,36,91,24,76,94,75,34,59,98,4,2,7,37,28,66,41,8
21,86,14,6,95,64,11,99,8,36,79,84,63,58,40,35,10,88,49,77
81,7,13,32,81,55,4,48,16,81,39,4,2,69,38,82,75,11,74,29
9,11,68,70,51,87,48,89,49,43,7,61,4,83,67,56,24,11,95,73
0,35,70,57,81,50,44,37,63,57,8,86,48,58,6,40,72,60,21,70
47,85,24,1,63,57,67,75,90,92,39,10,32,5,92,36,8,98,46,19
68,9,94,100,5,84,6,84,96,77,55,42,95,13,35,80,75,13,83,73
45,73,95,62,29,92,4,99,60,99,18,95,76,13,47,53,75,18,21,55
12,17,99,18,19,93,45,24,21,10,55,17,80,32,84,90,12,45,17,6
76,23,53,61,36,85,80,96,80,31,92,19,11,1,12,16,43,5,58,26
35,79,63,94,84,82,39,67,55,9,83,82,9,89,86,52,59,66,36,66
79,63,93,68,71,8,91,33,50,18,26,21,81,90,34,2,53,87,48,31
38,14,34,48,33,87,86,69,46,27,32,93,5,6,12,17,88,19,5,8
75,29,94,16,85,38,11,76,10,97,39,88,84,17,80,77,72,39,17,95
36,12,63,88,68,51,80,53,4,36,55,76,65,75,51,22,65,86,97,74
93,75,86,35,46,29,24,69,77,12,15,37,43,84,67,67,30,100,41,61
25,20,77,89,5,0,56,56,59,15,40,4,34,12,76,56,54,49,16,98
87,27,98,29,44,62,82,66,53,7,47,40,61,1,35,76,23,94,36,90
23,83,27,11,41,72,62,24,50,80,53,15,64,27,59,30,19,55,72,31
92,61,100,6,47,15,27,99,96,94,42,12,0,42,77,19,75,28,51,43
34,46,68,53,9,90,76,34,11,49,36,71,72,21,74,99,79,64,52,88
10,81,73,48,19,91,59,37,10,2,90,77,31,5,59,71,79,55,45,13
80,74,98,5,12,93,49,17,40,66,70,83,95,0,61,83,81,38,49,96
92,55,28,70,70,57,63,90,65,67,54,19,65,94,28,79,84,21,87,23
54,0,78,36,43,85,1,41,75,21,13,19,21,98,62,12,21,54,37,68
7,28,57,19,16,70,20,7,11,62,94,63,84,13,40,87,65,21,55,40
90,95,5,13,96,4,14,12,30,93,8,77,12,80,11,39,4,30,37,39
19,83,46,1,35,35,27,4,34,68,68,13,99,67,93,22,70,22,57,26
43,30,95,6,35,31,66,30,68,100,34,52,53,63,87,86,16,39,18,44
39,54,28,31,24,2,5,49,0,5,19,51,26,1,64,98,35,66,43,34
51,53,8,30,36,53,71,54,19,79,39,91,91,100,16,91,9,15,88,5
74,36,19,63,88,97,44,35,5,47,24,22,69,2,66,63,89,34,42,95
66,16,63,11,18,33,81,76,72,71,6,31,80,74,44,53,94,4,33,55
8,45,10,23,48,3,100,73,94,37,36,94,61,99,92,97,49,85,57,14
28,73,66,37,97,8,54,48,76,96,52,33,88,29,6,79,61,98,64,1
0,62,96,15,94,9,3,78,18,93,29,63,23,49,20,71,21,81,8,100
69,98,14,85,17,3,30,20,72,81,100,60,53,71,59,91,74,91,91,91
70,44,85,15,33,27,45,15,73,59,28,83,6,27,64,44,63,12,67,61
65,75,56,54,41,100,51,84,39,6,19,85,73,50,31,32,36,55,65,60
44,13,20,40,74,89,85,5,27,93,90,100,65,39,7,68,86,56,66,76
31,92,28,55,32,67,13,49,8,95,25,67,49,76,88,0,37,92,4,9
92,19,31,82,92,15,98,54,65,24,26,33,92,50,79,32,71,16,30,48
34,35,45,98,86,81,92,4,21,77,37,78,71,65,3,1,35,18,98,21
52,90,44,73,96,63,50,67,71,87,60,79,67,65,3,54,41,39,68,35
44,100,62,44,25,25,67,77,74,8,68,9,30,29,7,35,80,18,48,29
68,16,6,8,72,2,4,89,19,34,9,73,57,12,45,76,35,68,50,37
66,15,79,12,1,85,71,87,43,14,21,84,80,7,35,35,28,8,62,37
10,32,70,44,99,97,52,40,80,70,39,95,90,97,68,34,88,90,5,42
86,59,34,40,13,83,51,71,41,63,40,39,62,53,7,34,62,10,59,54
18,53,70,19,86,44,83,87,63,79,100,24,15,98,18,24,53,86,72,98
36,72,13,82,30,21,34,44,23,0,5,87,26,84,76,59,12,67,44,85
84,23,79,38,53,49,67,12,54,0,30,37,9,62,54,6,56,38,19,91
20,47,66,85,24,96,0,63,31,37,26,83,33,31,8,29,69,60,37,57
8,24,92,91,57,7,52,86,15,13,7,13,64,22,16,80,16,53,44,93
83,34,52,41,79,68,94,41,62,48,11,35,44,72,89,31,72,6,51,62
49,57,5,95,55,48,1,83,97,21,23,52,25,18,80,19,25,43,86,96
99,42,25,73,13,93,48,78,51,81,77,2,90,1,93,60,11,88,31,49
85,27,71,51,29,79,79,64,78,6,69,64,29,71,11,29,39,20,13,77
7,43,63,62,55,58,20,32,54,84,18,13,21,27,28,63,26,72,98,84
5,79,55,4,73,56,93,67,75,74,53,55,43,40,99,38,89,65,8,4
22,52,66,6,0,55,6,65,23,61,28,57,6,52,75,8,51,84,55,8
42,21,1,1,63,18,7,33,84,71,25,65,7,71,94,47,97,44,70,87
43,39,25,50,20,29,34,66,60,40,59,39,45,74,57,1,42,97,27,80
76,75,56,63,56,95,69,91,10,21,35,43,93,23,64,35,26,24,87,29
96,5,30,72,70,7,27,95,12,26,73,47,93,4,81,62,69,53,68,19
94,21,21,69,49,57,55,39,52,78,37,62,97,70,88,65,53,14,0,50
75,18,81,15,89,8,38,84,77,21,70,32,23,40,88,29,42,70,98,53
54,18,57,8,14,80,42,10,72,0,81,40,54,53,29,34,37,99,54,80
100,7,22,16,38,53,73,2,21,3,31,54,84,29,22,68,65,5,11,61
96,89,58,81,96,88,88,16,26,100,28,54,68,90,72,44,85,2,66,97
81,31,26,45,93,6,60,99,79,68,91,90,50,22,13,59,15,88,40,82
1,72,40,40,50,54,86,60,43,80,87,93,92,27,93,89,65,69,62,75
65,53,65,55,68,28,31,35,86,18,68,61,96,9,14,83,38,64,50,19
57,8,73,88,94,30,41,83,66,44,78,9,46,20,86,0,90,16,43,71
17,71,3,58,25,21,69,20,14,17,33,51,73,27,80,52,74,84,27,95
26,94,47,45,8,48,90,1,3,30,32,50,41,38,21,58,20,39,51,91
35,73,0,97,71,31,76,8,47,23,32,4,62,72,98,57,54,63,59,29
97,90,78,54,70,67,33,10,92,63,19,14,18,27,7,83,62,72,79,33
99,40,69,63,96,78,4,37,3,30,59,91,46,5,7,68,43,83,30,71
41,72,77,34,55,44,58,9,75,62,36,23,100,4,0,82,77,55,86,51
35,97,4,3,76,76,26,14,6,5,49,21,10,59,66,100,15,78,99,95
50,54,9,29,56,96,71,11,32,11,90,54,8,28,1,67,81,16,20,33
68,44,26,74,48,15,20,88,22,44,67,18,7,30,62,39,55,97,96,64
45,49,69,21,36,3,97,50,5,19,64,8,99,42,24,79,46,38,21,10
52,2,63,42,20,33,84,74,33,4,92,89,26,10,0,51,45,78,36,33
69,18,61,55,66,72,72,2,7,57,98,85,5,29,56,60,80,10,9,27
50,74,21,65,9,54,72,20,73,86,92,52,62,68,80,62,32,88,23,67
44,83,37,75,26,68,30,76,40,79,7,53,72,38,15,4,67,51,63,11
100,34,23,24,94,49,77,57,97,53,21,14,0,22,13,56,33,1,41,32
2,74,100,91,30,20,23,80,8,57,48,24,6,73,29,76,33,66,8,54
35,25,30,84,0,5,20,7,86,87,95,62,95,11,6,24,44,8,42,79
50,45,30,53,16,95,87,70,48,1,49,2,13,4,11,58,77,80,22,31
34,91,75,97,57,97,52,78,60,93,98,90,14,58,81,72,72,7,55,2
94,15,9,47,35,14,28,49,16,60,30,37,24,58,44,38,99,70,72,93
77,58,69,30,20,73,12,91,57,68,49,85,81,38,64,62,56,61,6,91
51,37,52,45,4,31,60,29,72,66,22,23,93,65,91,93,39,52,29,11
43,17,55,94,36,0,19,82,53,89,98,29,90,40,32,77,64,90,100,23
30,73,73,29,20,8,41,49,75,81,77,29,17,21,63,56,47,30,26,22
19,48,59,21,72,8,22,65,91,80,85,6,0,64,52,1,89,25,84,30
50,55,18,11,11,57,79,36,65,50,71,37,57,11,30,61,55,99,68,31
3,79,87,46,10,12,61,34,100,0,82,62,40,90,83,0,86,8,4,61
31,66,77,13,4,85,20,60,28,22,31,61,79,35,98,56,10,81,28,13
15,5,91,98,19,58,97,66,68,42,80,20,72,43,54,35,63,25,6,44
34,50,19,38,93,22,59,87,76,33,83,50,11,60,92,54,51,51,87,78
67,22,81,91,95,78,50,85,68,90,71,78,54,22,58,57,6,45,66,50
97,44,10,61,59,35,11,0,55,24,81,67,37,52,91,28,50,5,46,40
70,50,53,66,92,92,13,26,80,36,6,81,47,55,67,88,41,84,80,33
31,91,82,75,71,25,25,87,14,21,8,16,92,37,18,86,32,60,2,78
100,42,50,49,14,20,11,52,84,24,46,17,74,40,61,78,50,25,91,96
87,20,25,84,60,80,88,74,86,7,2,30,54,100,2,53,3,71,65,53
81,34,5,91,10,25,69,84,29,39,8,19,31,93,81,59,96,4,34,88
68,52,10,58,27,92,79,95,45,11,14,34,29,19,72,37,71,86,85,70
56,2,65,97,11,87,42,53,16,12,51,82,49,61,79,44,24,13,8,90
46,2,50,45,13,53,77,55,52,79,76,80,8,39,18,86,53,56,94,70
21,21,79,76,89,11,39,60,1,89,16,13,68,30,82,51,28,85,68,3
45,51,44,0,88,82,96,25,2,55,40,97,23,71,66,58,48,96,25,19
87,83,100,67,92,46,82,1,0,22,16,77,88,12,58,33,71,9,28,90
82,92,33,89,53,71,31,23,76,47,44,41,79,0,32,88,26,50,21,24
61,65,81,8,12,86,79,74,72,16,92,78,7,82,91,4,87,81,15,89
62,26,60,36,2,78,1,35,51,48,2,99,69,82,32,72,98,75,94,62
95,69,32,49,21,22,63,66,66,93,82,100,46,54,98,87,91,32,61,42
48,66,89,15,19,26,26,27,89,5,57,22,2,51,17,91,19,7,60,52
95,23,52,90,71,50,50,42,65,59,94,84,41,75,16,0,14,33,39,84
42,11,76,86,94,4,49,12,67,69,64,44,89,92,36,40,59,51,92,100
27,90,76,2,34,83,87,91,55,0,19,92,1,11,62,80,15,59,91,93
23,24,13,48,31,45,43,94,32,52,58,0,13,64,83,3,93,87,36,94
62,69,94,24,13,92,62,15,78,3,11,99,14,85,72,1,77,45,90,13
55,25,49,83,86,33,80,87,17,76,61,63,20,44,39,70,63,27,47,61
65,2,92,10,33,82,56,23,38,7,64,61,67,56,20,64,14,98,53,92
95,55,68,30,98,52,73,30,21,93,83,11,87,1,24,75,68,56,97,6
7,99,66,41,65,77,50,28,98,49,18,21,22,68,70,23,91,55,23,64
33,100,18,54,0,100,39,73,9,26,16,61,100,63,94,84,41,85,71,28
37,56,16,32,87,78,19,100,15,56,18,0,26,15,95,3,28,21,33,100
70,36,29,15,55,63,37,98,99,64,35,43,30,10,26,90,42,57,69,35
3,37,43,57,68,37,61,47,47,51,22,74,34,15,1,75,20,45,52,1
25,88,23,19,47,10,22,6,67,49,9,10,66,73,73,27,40,62,57,26
83,45,7,18,6,100,59,1,6,35,86,85,81,16,15,28,23,25,14,67
38,84,96,74,73,71,33,18,42,58,52,67,79,62,89,88,49,29,32,26
95,0,54,90,89,86,44,91,47,5,88,65,77,68,30,41,34,83,48,64
70,49,4,70,20,78,23,55,31,65,49,35,31,35,27,54,100,16,100,18
77,32,66,67,56,63,41,44,23,39,10,85,91,23,80,61,24,6,91,98
66,4,63,84,86,20,29,34,36,68,17,49,1,72,17,81,43,16,78,79
80,0,71,28,42,63,25,35,45,87,88,18,53,69,71,54,71,68,25,19
8,69,4,25,31,23,32,3,64,58,78,31,5,29,66,56,9,38,2,77
47,58,25,16,9,17,20,94,20,56,21,25,9,39,31,79,98,40,1,87
32,80,53,61,99,68,14,7,78,100,57,13,78,96,0,2,59,77,34,11
31,33,0,77,50,43,14,2,14,69,77,35,2,32,84,66,74,38,83,17
38,45,10,28,14,17,68,86,40,1,51,61,99,13,74,53,51,42,92,66
33,79,95,53,71,68,87,34,51,49,60,61,62,58,92,84,67,91,78,83
72,46,78,93,68,90,99,6,28,12,18,38,87,31,88,64,64,66,59,83
15,24,98,62,13,76,5,48,31,57,87,2,39,76,19,48,12,38,98,50
13,71,79,1,53,36,46,18,88,19,39,72,71,54,20,68,87,52,21,7
98,10,51,17,65,95,50,89,19,41,33,55,100,79,12,93,0,2,27,5
2,58,10,100,1,30,39,54,12,93,71,24,50,70,12,95,84,21,83,41
91,37,88,87,48,8,45,45,86,61,39,35,84,100,71,34,33,61,13,37
67,66,0,10,64,25,16,75,34,65,17,52,65,50,61,8,79,0,38,78
24,100,71,45,64,8,6,3,67,8,2,99,79,7,71,47,49,53,19,6
66,61,22,51,84,96,36,89,48,34,16,82,58,58,86,46,5,69,54,73
52,13,76,29,42,21,79,11,41,48,2,66,59,44,10,75,80,8,8,77
30,33,47,93,11,23,3,51,96,78,52,67,85,59,68,40,76,52,15,4
98,45,79,76,5,88,71,23,100,64,48,64,12,82,43,95,18,100,58,66
4,39,95,29,35,88,92,71,95,57,79,9,50,16,25,35,60,4,94,15
15,37,35,48,99,33,62,10,55,70,68,95,85,2,42,64,21,75,29,37
1,40,83,82,41,33,21,93,34,57,38,36,13,22,7,100,87,62,51,32
35,0,94,62,36,82,12,72,18,57,61,11,82,50,79,86,90,28,42,100
96,88,96,96,67,92,77,43,61,47,50,82,28,9,21,96,29,62,91,63
45,51,86,49,67,95,53,58,39,36,6,26,54,67,91,94,6,19,32,72
77,33,56,61,31,67,88,90,71,78,24,88,66,36,6,55,99,99,78,74
72,8,37,82,6,54,89,73,64,5,70,0,28,7,76,81,12,88,12,85
60,65,27,3,68,79,37,61,49,0,100,62,91,82,88,28,68,85,54,16
5,32,90,15,83,15,61,42,76,7,44,41,64,1,44,61,96,64,20,77
15,39,48,72,24,22,62,6,80,16,76,84,26,64,7,53,67,13,99,10
71,24,2,47,83,41,93,35,16,98,4,39,13,6,34,96,74,37,8,60
82,42,73,91,30,91,47,6,85,10,74,14,39,55,58,29,65,19,89,16
17,94,31,51,3,67,2,51,76,89,97,23,37,6,39,71,65,96,87,17
14,24,84,14,15,77,20,13,27,79,69,52,17,55,88,17,79,98,73,15
51,14,76,20,20,70,13,48,95,74,51,2,72,1,35,56,28,65,52,100
3,78,57,11,3,71,47,84,78,49,10,28,55,14,70,34,63,39,55,80
54,3,89,33,15,4,78,43,29,24,91,30,29,22,2,82,7,3,50,100
28,44,49,71,77,43,74,95,52,42,96,76,6,13,34,16,1,70,63,7
21,52,24,36,90,48,21,1,28,3,0,28,72,98,81,89,33,46,58,43
56,10,70,99,97,76,28,66,75,43,86,94,28,40,64,48,16,27,12,35
40,89,66,92,25,31,15,29,49,55,73,67,85,56,32,88,55,88,29,0
80,100,60,44,27,4,84,95,96,16,96,90,100,64,26,89,32,7,1,30
26,67,67,65,59,85,69,23,15,33,76,55,19,46,73,39,28,17,39,57
25,6,48,10,56,4,75,83,56,42,73,45,88,33,70,41,21,27,24,54
34,39,88,21,82,68,65,87,32,7,5,91,15,48,93,90,92,4,16,96
60,34,75,10,76,2,63,28,5,51,73,61,86,33,54,19,66,6,32,72
79,81,50,51,89,44,98,7,29,29,40,49,15,69,0,56,26,1,81,31
21,20,25,37,61,41,96,82,24,1,98,76,10,47,0,33,93,94,84,17
4,27,92,70,95,49,54,6,97,65,68,55,23,72,35,61,47,26,5,62
63,88,72,8,54,56,33,49,68,34,75,7,54,21,25,25,29,37,49,97
86,94,71,35,43,8,75,67,72,61,65,25,24,19,37,26,88,59,76,97
37,40,44,18,96,55,67,1,1,26,15,37,18,35,49,4,61,63,93,82
97,47,15,57,55,50,35,15,93,48,0,47,44,3,66,91,86,26,76,28
20,96,77,86,68,41,17,15,97,53,89,71,27,34,9,14,76,34,59,2
28,51,67,37,99,44,15,98,79,36,80,79,74,66,65,54,71,62,60,33
94,45,92,72,19,74,96,84,61,59,66,16,87,36,86,8,100,80,8,44
50,27,55,25,3,55,34,69,19,65,19,37,37,79,91,7,85,4,45,29
96,22,67,35,53,78,76,28,75,59,61,89,79,91,34,17,38,46,12,36
99,4,4,32,5,19,51,0,20,39,59,74,80,67,85,39,33,62,63,27
56,74,27,100,9,47,64,73,75,45,32,18,67,91,24,94,15,14,9,2
72,99,49,29,82,81,19,4,97,51,71,17,57,26,78,100,39,57,35,27
6,34,37,25,39,21,78,38,88,76,5,27,65,17,29,51,81,18,67,77
87,78,33,39,1,20,56,99,81,71,15,66,75,11,44,10,31,48,8,90
82,39,100,13,46,76,7,33,75,65,61,12,39,19,34,5,62,21,15,14
43,57,45,44,100,86,74,0,90,64,3,68,41,85,98,33,9,52,52,24
1,2,53,71,40,87,75,74,39,8,2,39,53,11,8,62,14,13,91,99
6,69,65,61,46,65,1,36,15,32,28,61,0,29,27,89,24,55,84,3
80,36,62,65,58,76,18,22,46,74,75,65,14,36,23,12,96,66,53,98
71,6,68,43,82,28,70,90,25,57,8,42,94,59,54,98,86,29,0,10
9,1,81,69,51,70,2,84,35,86,96,38,8,14,76,34,51,48,74,93
8,37,69,3,92,80,33,94,70,66,83,89,47,80,62,25,87,48,7,12
17,20,55,22,91,51,97,67,52,28,82,7,32,25,93,100,67,88,70,29
70,59,7,14,59,52,71,1,86,58,70,76,8,13,4,51,14,52,98,71
71,97,47,6,20,39,60,84,33,46,58,82,31,97,69,37,54,38,59,27
15,68,68,66,8,17,15,51,42,92,88,66,99,17,52,53,89,26,12,27
51,89,85,88,82,99,40,62,48,46,72,75,87,66,33,23,94,18,97,64
12,64,55,19,35,96,24,53,86,20,74,67,94,90,55,18,81,55,99,79
43,1,92,56,2,42,64,8,91,32,50,38,29,86,1,79,25,62,38,90
87,39,71,81,85,80,27,54,77,17,67,53,8,60,34,81,24,81,68,63
27,16,11,77,87,67,84,41,33,43,27,7,42,96,31,46,24,45,19,7
19,19,25,34,19,48,89,17,38,58,61,21,54,77,87,59,74,13,15,76
93,99,84,21,89,99,12,53,16,66,100,18,81,87,61,10,72,25,42,5
31,84,34,1,98,11,55,69,82,40,45,67,17,91,28,56,46,49,60,42
17,62,3,81,66,39,21,50,5,71,76,36,76,76,85,5,68,33,42,67
63,37,94,9,66,89,91,9,52,95,70,84,14,63,63,62,96,75,21,42
71,10,58,53,4,7,48,62,73,99,67,55,6,41,38,72,98,25,81,31
33,26,83,91,83,33,8,12,28,60,15,89,1,5,23,68,61,64,94,20
89,80,31,1,10,64,34,52,96,24,99,84,43,72,64,75,48,63,41,30
64,86,86,42,3,56,6,61,74,89,65,25,40,4,77,22,95,97,31,39
5,98,45,65,52,23,33,20,92,53,46,12,30,94,82,30,48,7,50,94
96,43,8,69,41,24,0,4,16,37,9,47,37,81,4,4,30,59,41,72
26,45,58,94,71,67,84,60,88,95,9,25,76,97,42,2,82,87,44,86
7,18,4,77,98,77,61,35,16,66,95,53,48,60,45,99,82,97,74,58
22,10,71,8,44,60,48,89,0,11,66,3,6,87,7,63,11,94,19,80
45,71,15,31,64,62,27,81,94,61,30,52,42,33,35,11,85,84,76,9
53,26,54,8,34,99,48,12,24,80,100,52,90,10,28,74,75,83,61,53
14,23,54,85,45,42,46,36,62,76,47,100,69,71,67,52,4,7,30,50
32,51,86,42,57,95,55,13,31,20,92,54,19,91,55,98,97,48,16,60
100,38,24,9,64,72,81,16,83,3,83,44,84,17,91,40,89,69,96,28
8,83,41,93,75,63,53,93,72,24,13,23,42,89,10,25,69,93,45,21
78,95,58,50,81,81,0,80,0,9,75,41,55,99,6,0,20,3,59,18
90,94,33,48,45,9,39,5,11,68,16,71,11,29,34,29,12,34,85,81
60,93,9,49,44,98,41,95,55,44,98,2,66,85,6,4,16,69,77,3
97,77,90,23,12,73,37,1,20,58,55,37,21,24,42,88,25,66,41,41
2,33,4,27,67,85,91,85,83,40,99,31,21,53,16,78,68,79,58,71
88,69,85,7,39,5,91,40,25,82,9,53,94,31,34,36,16,77,37,99
45,31,35,76,85,52,33,20,61,82,33,32,67,93,37,6,25,14,95,37
89,64,77,92,87,97,29,86,15,15,13,10,15,28,16,65,80,2,57,66
9,19,90,57,30,67,44,89,29,34,58,78,60,34,65,8,84,64,89,38
3,82,18,17,29,83,50,42,37,35,18,42,86,28,2,97,12,71,58,79
21,25,81,10,9,46,32,37,52,74,67,24,73,55,10,82,53,12,5,78
23,60,3,2,55,72,42,23,43,52,16,27,83,1,52,9,48,53,74,13
60,55,79,78,52,84,9,78,30,30,29,30,10,26,67,99,94,97,36,4
31,15,82,9,36,28,73,14,53,2,72,33,99,68,26,92,20,3,51,72
88,52,51,5,19,55,55,39,83,42,28,58,32,86,68,62,80,12,45,81
8,34,35,68,19,0,24,47,40,5,69,42,63,56,96,16,31,69,84,4
55,33,16,76,54,56,46,6,5,2,60,46,74,66,60,86,81,48,74,10
32,50,98,13,64,86,56,9,44,46,49,34,38,66,71,33,46,75,9,66
17,68,67,66,84,8,69,4,69,23,58,63,95,41,94,26,65,11,25,18
69,86,7,84,35,7,96,50,88,52,60,10,76,80,80,0,72,71,88,5
82,2,99,100,40,39,87,77,91,100,41,67,22,38,35,78,37,41,55,86
79,27,89,1,86,7,16,28,36,82,64,15,90,40,59,26,91,49,94,33
52,89,43,15,85,35,56,86,17,99,74,74,30,62,3,33,1,98,90,87
53,64,91,39,82,13,9,66,59,64,87,33,53,80,94,28,80,85,54,12
3,1,14,20,71,10,54,26,28,29,16,53,80,5,79,59,91,64,80,23
24,18,77,70,61,83,86,18,2,73,57,13,71,95,32,49,61,1,23,73
88,84,15,65,93,67,66,50,84,17,45,80,56,45,57,60,44,48,75,73
96,64,3,8,68,36,29,80,93,31,44,63,60,66,76,29,75,93,22,81
10,36,42,62,57,82,79,5,89,40,37,37,34,22,8,38,4,40,14,80
92,2,100,60,67,28,88,97,33,8,3,77,8,89,88,12,23,57,21,35
15,43,93,100,22,46,32,73,55,12,11,26,90,55,69,17,11,81,41,5
87,88,99,11,82,77,98,35,20,10,43,9,90,87,91,63,71,15,93,35
44,38,22,18,52,48,22,5,81,44,47,70,21,43,16,94,41,4,99,71
99,98,15,6,60,73,88,67,46,98,21,8,26,19,20,51,92,12,90,78
59,30,2,30,50,84,58,94,89,92,47,98,50,96,78,10,98,8,22,27
77,19,68,34,65,7,72,55,27,25,21,34,28,37,15,82,32,69,85,34
86,42,40,16,40,37,75,89,49,59,94,63,37,36,36,71,34,19,71,55
11,11,9,22,8,63,8,58,80,78,100,94,32,55,31,15,28,11,45,65
36,0,79,84,67,94,93,26,94,69,77,21,3,70,19,36,26,95,78,20
61,97,56,0,43,75,68,52,74,74,40,6,31,86,73,79,5,6,79,8
13,2,54,69,64,23,61,23,34,22,70,73,15,78,6,80,87,31,8,89
16,85,91,38,20,79,95,63,64,18,39,64,72,82,27,80,22,95,5,37
3,38,92,100,71,9,31,45,95,44,38,5,50,42,73,37,31,42,19,87
62,94,14,99,26,67,23,86,82,30,78,27,99,7,7,21,66,66,82,43
7,15,46,59,86,80,38,32,100,43,9,16,79,27,87,39,23,95,40,4
22,77,94,4,68,64,31,60,95,51,56,84,18,27,6,68,43,65,50,5
51,81,38,47,44,53,3,32,30,35,50,60,60,82,38,24,36,30,47,40
94,67,29,66,53,34,36,63,25,68,76,37,13,53,25,75,8,36,99,96
87,11,71,20,67,47,66,97,29,91,29,76,16,65,55,51,28,24,56,94
9,97,91,15,58,25,32,72,81,20,63,75,6,50,28,85,77,72,8,33
52,20,86,30,6,9,23,8,54,72,30,66,98,8,77,82,60,78,51,100
64,31,87,76,63,68,49,80,7,10,22,84,44,70,90,97,71,18,5,100
54,24,46,86,5,81,76,96,25,53,2,94,62,40,2,71,43,47,63,97
20,40,81,78,23,16,52,94,89,18,83,74,6,14,64,27,61,3,44,14
27,90,98,74,51,30,55,73,30,32,91,32,92,51,61,72,50,8,99,79
49,52,5,15,62,21,11,70,35,87,83,96,38,28,29,54,86,36,42,83
94,91,6,67,48,11,94,31,21,29,29,99,19,90,49,40,8,64,90,23
48,41,71,71,32,53,99,70,99,50,46,71,70,62,6,47,96,43,77,45
51,55,36,4,13,43,91,6,10,39,82,76,88,44,97,79,17,77,100,52
37,45,42,38,81,1,64,39,86,52,93,35,3,88,20,22,25,21,50,25
73,100,98,98,78,67,24,44,76,68,33,23,57,93,100,58,81,34,73,72
31,25,23,93,6,51,33,36,4,29,8,75,32,35,51,22,83,40,15,40
61,53,78,6,66,76,54,25,70,95,90,33,7,23,16,29,31,1,12,82
91,66,18,13,92,24,69,10,51,10,18,42,48,97,36,55,85,51,42,78
28,72,29,58,64,37,77,28,67,59,29,46,84,83,32,16,55,4,83,0
16,53,77,85,70,38,16,94,90,5,62,30,5,67,2,21,55,67,9,10
8,97,4,85,81,19,34,63,76,98,55,78,97,73,94,15,41,50,45,98
92,92,94,52,0,74,38,99,73,70,26,6,76,10,5,100,18,9,45,97
1,53,40,28,93,37,45,94,62,95,37,73,65,9,42,29,76,57,94,61
79,76,5,86,43,82,51,4,71,93,21,75,21,88,87,17,72,8,58,42
85,97,30,40,4,46,96,37,82,61,20,73,21,2,85,51,42,91,30,21
30,12,8,37,18,52,7,23,92,37,44,3,0,74,99,70,67,30,37,35
74,14,3,90,56,51,85,15,38,53,35,65,85,65,79,42,7,74,4,35
18,90,37,75,51,89,2,2,91,97,71,96,50,15,28,91,62,88,75,46
22,58,70,1,76,53,92,10,57,87,18,1,28,58,60,89,24,51,76,65
58,68,80,76,92,12,56,52,35,41,77,93,91,73,25,99,73,1,2,41
38,59,69,50,25,88,34,60,54,85,7,71,81,85,76,97,84,22,75,51
61,66,72,13,8,65,67,54,93,19,8,1,68,12,1,49,83,54,85,72
